index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,geometry
8818,porcupine carragana hospital,general,Hospitals,Public Health Agency of Canada,,,windsor ave,S0E1H0,porcupine plain,sk,windsor ave. porcupine plain sk s0e 1h0,Porcupine Plain,4714007,47,52.596679,-103.262613,POINT (-103.262613 52.596679)
8819,porcupine plain health care facility,,Hospitals,Saskatchewan Health Authorities,,,windsor avenue,S0E1H0,porcupine plain,sk,"windsor avenue porcupine plain, sk s0e 1h0",Porcupine Plain,4714007,47,52.596747,-103.262638,POINT (-103.262638 52.596747)
8820,porteous lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S7L2W5,saskatoon,sk,,Saskatoon,,47,,,
8821,"porteous lodge, jubilee residences",long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,833,avenue p n,S7L2W5,saskatoon,sk,"833 avenue p north saskatoon, sk s7l 2w5",Saskatoon,4711066,47,52.138106,-106.694706,POINT (-106.694706 52.138106)
8822,prairie health care centre,longterm,Nursing and residential care facilities,Saskatchewan Health Authorities,,517,1 street n,,cabri,sk,"517 1st street north cabri, sk",Cabri,4708032,47,50.617064,-108.466807,POINT (-108.466807 50.617064)
8823,prairie health care centre - cabri,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0N0J0,cabri,sk,,Cabri,,47,,,
8824,prairie view health centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,241,1 avenue,S0H2W0,mankota,sk,"241 1st avenue mankota, sk s0h 2w0",Mankota,,47,,,
8825,prairie view health centre - mankota,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0H2W0,mankota,sk,,Mankota,,47,,,
8826,preeceville & district health centre,hospital,Hospitals,Saskatchewan Health Authorities,,712,7 street ne,S0A3B0,preeceville,sk,"712 7th street ne preeceville, sk s0a 3b0",Preeceville,4709064,47,51.956302,-102.655838,POINT (-102.655838 51.956302)
8827,preeceville home care office,home care,Ambulatory health care services,Saskatchewan Health Authorities,,712,7 avenue nw,S0A3B0,preeceville,sk,"712 7th avenue nw preeceville, sk s0a 3b0",Preeceville,4709064,47,51.956302,-102.655838,POINT (-102.655838 51.956302)
8828,preeceville public health and physiotherapy office,public health office,Ambulatory health care services,Saskatchewan Health Authorities,,239,highway avenue e,S0A3B0,preeceville,sk,"239 highway avenue east preeceville, sk s0a 3b0",Preeceville,4709064,47,51.953882,-102.666723,POINT (-102.666723 51.953882)
8829,preston extendicare special care home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,2225,preston avenue,S7J2E7,saskatoon,sk,"2225 preston avenue saskatoon, sk s7j 2e7",Saskatoon,4711066,47,52.102882,-106.621757,POINT (-106.621757 52.102882)
8830,primary health centre,"children services, pediatrics, nutrition",Nursing and residential care facilities,Saskatchewan Health Authorities,,11427,railway avenue,S9A3G8,north battleford,sk,"11427 railway avenue north battleford, sk s9a 3g8",North Battleford,4716029,47,52.759878,-108.272761,POINT (-108.272761 52.759878)
8831,primary health centre south east - scott-forget towers,,Ambulatory health care services,Saskatchewan Health Authorities,,100-2501,louise street,S7J3M1,saskatoon,sk,"100-2501 louise street saskatoon, sk s7j 3m1",Saskatoon,,47,,,
8832,prince albert medical clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,681,15 st w,S6V7H9,prince albert,sk,"681 15th st w prince albert, sk s6v7h9",Prince Albert,4715066,47,53.199125,-105.773,POINT (-105.773 53.199125)
8833,prince albert parkland health region corporate office,health office,Ambulatory health care services,Saskatchewan Health Authorities,,1521,6 ave w,S6V5K1,prince albert,sk,"1521 6th ave. west s6v 5k1 prince albert, sk, s6v5k1",Prince Albert,4715066,47,53.198665,-105.770227,POINT (-105.770227 53.198665)
8834,"prince albert, lab service centre (south hill mall)",medical laboratory,Ambulatory health care services,Saskatchewan Health Authorities,,2995,2 ave w,S6V5V5,prince albert,sk,"2995 2 ave w prince albert, sk s6v 5v5",Prince Albert,4715066,47,53.185035,-105.763018,POINT (-105.763018 53.185035)
8835,providence place,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,100,2 avenue ne,S6H1B8,moose jaw,sk,100 2nd avenue ne moose jaw sk s6h 1b8,Moose Jaw,4707039,47,50.390652,-105.530349,POINT (-105.530349 50.390652)
8836,public health-saskatoon health (wastrous),public health office,Ambulatory health care services,Saskatchewan Health Authorities,,704,4 street,S0K4T0,watrous,sk,704 4th street watrous sk s0k 4t0,Watrous,4711053,47,51.674064,-105.455631,POINT (-105.455631 51.674064)
8837,quill lake community health & social centre,community health centre,Hospitals,Saskatchewan Health Authorities,,,,,quill lake,sk,"quill lake, sk. soa 3eo",Quill Lake,4710064,47,52.070969,-104.256447,POINT (-104.256447 52.070969)
8838,quill plains centennial lodge,diagnostic centre,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0K4V0,watson,sk,"watson, sk s0k 4v0",Watson,4710062,47,52.131211,-104.519125,POINT (-104.519125 52.131211)
8839,quappelle house,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S4P1B4,regina,sk,,Regina,,47,,,
8840,radville marian health centre,hospital,Hospitals,Saskatchewan Health Authorities,,840,conrad ave,S0C2G0,radville,sk,"840 conrad ave. radville, sk s0c 2g0",Radville,4702031,47,49.46414,-104.305331,POINT (-104.305331 49.46414)
8841,radville public health office,,Ambulatory health care services,Saskatchewan Health Authorities,,840,conrad ave,S0C2G0,radville,sk,"840 conrad ave. radville, sk s0c 2g0",Laurier No. 38,4702029,47,49.4642232,-104.3138929,POINT (-104.3138929 49.4642232)
8842,rawlco centre hostel,accomodations for parents of babies in nicu,,Saskatchewan Health Authorities,,1440,14 avenue,,regina,sk,1440 14th avenue regina saskatchewan,Regina,4706027,47,50.443974,-104.59284,POINT (-104.59284 50.443974)
8843,raymore community health and social centre,health centre,Hospitals,Saskatchewan Health Authorities,,806,2 avenue,S0A3J0,raymore,sk,806 2nd avenue raymore sk s0a 3j0,Raymore,4710027,47,51.408427,-104.524342,POINT (-104.524342 51.408427)
8844,red coat primary health care clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,131,3 ave w,S0H0B0,assiniboia,sk,131-3rd ave w assiniboia sk s0h 0b0,Assiniboia,4703036,47,49.631729,-105.9941,POINT (-105.9941 49.631729)
8845,red deer nursing home - porcupine plain,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0E1H0,porcupine plain,sk,,Porcupine Plain,,47,,,
8846,redvers health centre,"primary care, clinic, longterm care",Ambulatory health care services,Saskatchewan Health Authorities,,18,eichhorst street,S0C2H0,redvers,sk,"18 eichhorst street redvers, sk s0c 2h0",Redvers,4701049,47,49.572789,-101.694417,POINT (-101.694417 49.572789)
8847,redvers medical clinic,,Ambulatory health care services,Saskatchewan Health Authorities,,,,,redvers,sk,"redvers, sk",Redvers,,47,,,
8848,regent park medical clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,3847,sherwood drive,S4R4A8,regina,sk,3847 sherwood drive regina sk s4r 4a8,Regina,4706027,47,50.474249,-104.635786,POINT (-104.635786 50.474249)
8849,regina beach primary health care centre,health centre,Hospitals,Saskatchewan Health Authorities,,410,centre street,S0G4C0,regina beach,sk,410 centre street regina beach saskatchewan s0g 4c0,Regina Beach,4706058,47,50.790597,-104.985697,POINT (-104.985697 50.790597)
8850,regina general hospital,general,Hospitals,Public Health Agency of Canada,,1440,14 ave,S4P0W5,regina,sk,1440 - 14th ave. regina sk s4p 0w5,Regina,4706027,47,50.4439653,-104.6009937,POINT (-104.6009937 50.4439653)
8851,regina lutheran home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S4R7W1,regina,sk,,Regina,,47,,,
8852,regina medical centre,health centre,Hospitals,Saskatchewan Health Authorities,,2550,12 avenue,S4P3X1,regina,sk,2550 12th avenue regina saskatchewan s4p 3x1,Regina,4706027,47,50.449179,-104.617217,POINT (-104.617217 50.449179)
8853,regina pioneer village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S4T6L8,regina,sk,,Regina,,47,,,
8854,regional psychiatric centre (saskatoon),psychiatric,Hospitals,Public Health Agency of Canada,,2520,central ave,S7K3X5,saskatoon,sk,2520 central ave. saskatoon sk s7k 3x5,Saskatoon,4711066,47,52.161772,-106.602866,POINT (-106.602866 52.161772)
8855,river heights lodge,longterm,Nursing and residential care facilities,Saskatchewan Health Authorities,,2001,99 street,,north battleford,sk,"2001 - 99 street north battleford, sk s9a os3",North Battleford,4716029,47,52.787328,-108.302776,POINT (-108.302776 52.787328)
8856,river heights lodge - north battleford,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S9A0S3,north battleford,sk,,North Battleford,,47,,,
8857,riverbend medical and dental clinic,,Ambulatory health care services,Saskatchewan Health Authorities,,2735,quance street,,regina,sk,2735 quance street regina sk,Regina,,47,,,
8858,riverside health complex,general,Hospitals,Public Health Agency of Canada,,,1 st s,S0M2Y0,turtleford,sk,1st st. s. turtleford sk s0m 2y0,Mervin No. 499,4717045,47,53.388917,-108.972809,POINT (-108.972809 53.388917)
8859,rochdale crossing medical clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,1452022,rochdale blvd,S4X2P9,regina,sk,7 - 5875 rochdale blvd. regina saskatchewan s4x 2p9,Regina,4706027,47,50.495829,-104.664075,POINT (-104.664075 50.495829)
8860,rose valley health care facility,,Ambulatory health care services,Saskatchewan Health Authorities,,119,mccallum street,S0E1M0,rose valley,sk,"119 mccallum street rose valley, sk s0e 1m0",Rose Valley,4714024,47,52.287157,-103.812606,POINT (-103.812606 52.287157)
8861,rosetown - wheatbelt centennial lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0L2V0,rosetown,sk,,Rosetown,,47,,,
8862,rosetown and district health centre,hospital,Hospitals,Saskatchewan Health Authorities,,409,highway 4 n,S0L2V0,rosetown,sk,"409 highway 4 north rosetown, sk s0l 2v0",Rosetown,4712006,47,51.551089,-107.997869,POINT (-107.997869 51.551089)
8863,rosetown health centre,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,S0L2V0,rosetown,sk,,Rosetown,,47,,,
8864,ross payant centennial home - assiniboia,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0H0B0,assiniboia,sk,,Assiniboia,,47,,,
8865,ross payant nursing home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,300,jubilee place,S0H0B0,assiniboia,sk,300 jubilee place assiniboia sk s0h 0b0,Assiniboia,4703036,47,49.625849,-105.995597,POINT (-105.995597 49.625849)
8866,rosthern (public health office),,Ambulatory health care services,Saskatchewan Health Authorities,,2014,6 street,S0K3R0,rosthern,sk,2014 6th street rosthern sk s0k 3r0,Rosthern,,47,,,
8867,rosthern hospital,general,Hospitals,Public Health Agency of Canada,,2016,2 st,S0K3R0,rosthern,sk,2016 - 2nd st. rosthern sk s0k 3r0,Rosthern,4715032,47,52.6665813,-106.3332657,POINT (-106.3332657 52.6665813)
8868,royal university hospital (ruh),hospital,Hospitals,Saskatchewan Health Authorities,,103,hospital drive,S7N0W8,saskatoon,sk,"103 hospital drive, saskatoon, sk s7n 0w8",Saskatoon,4711066,47,52.130843,-106.641547,POINT (-106.641547 52.130843)
8869,royal university hospital and jim pattison childrens hospital,active acute hospital,Hospitals,Canadian Institute for Health Information,,,,S7N0W8,saskatoon,sk,,Saskatoon,,47,,,
8870,samaritan place,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,375,cornish road,S7T0P3,saskatoon,sk,"375 cornish road saskatoon, sk s7t 0p3",Saskatoon,4711066,47,52.087101,-106.628703,POINT (-106.628703 52.087101)
8871,sandy bay health centre,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0P0G0,sandy bay,sk,"sandy bay, sk s0p 0g0","Division No. 18, Unorganized",4718090,47,55.527727,-102.317556,POINT (-102.317556 55.527727)
8872,santa maria senior citizens home,senior's home,Nursing and residential care facilities,Saskatchewan Health Authorities,,4215,regina avenue,S4T6L8,regina,sk,4215 regina avenue regina sk s4t 6l8,Regina,4706027,47,50.434784,-104.639108,POINT (-104.639108 50.434784)
8873,saskatchewan hospital,hospital,Hospitals,Saskatchewan Health Authorities,,,,S9A2X8,north battleford,sk,"north battleford, sk s9a 2x8",North Battleford,4716029,47,52.740533,-108.265676,POINT (-108.265676 52.740533)
8874,saskatchewan hospital - north battleford,psychiatric,Hospitals,Public Health Agency of Canada,,1,jersey st,S9A2X8,north battleford,sk,1 jersey st. north battleford sk s9a 2x8,North Battleford,4716029,47,52.740568,-108.265385,POINT (-108.265385 52.740568)
8875,saskatoon city hospital,hospital,Hospitals,Saskatchewan Health Authorities,,701,queen street,S7K0M7,saskatoon,sk,"701 queen street saskatoon, sk s7k 0m7",Saskatoon,4711066,47,52.13643,-106.653915,POINT (-106.653915 52.13643)
8876,saskatoon community clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,455,second avenue n,S7K2C2,saskatoon,sk,"455 second avenue north saskatoon, sk s7k 2c2",Saskatoon,4711066,47,52.134538,-106.661507,POINT (-106.661507 52.134538)
8877,saskatoon convalescent home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,101,31 street w,S7L0P6,saskatoon,sk,"101 - 31st street west saskatoon, sk s7l 0p6",Saskatoon,4711066,47,52.140002,-106.671376,POINT (-106.671376 52.140002)
8878,sasko park lodge - tisdale,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0E1T0,tisdale,sk,,Tisdale,,47,,,
8879,sexual health clinic - access place,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,101,15 street e,S6V1G1,prince albert,sk,"#3 - 101 15th street east prince albert, sk s6v 1g1",Prince Albert,4715066,47,53.198987,-105.750889,POINT (-105.750889 53.198987)
8880,shaunavon hospital and care centre,general,Hospitals,Public Health Agency of Canada,,660,fourth st e,S0N2M0,shaunavon,sk,660 fourth st. e. shaunavon sk s0n 2m0,Shaunavon,4704036,47,49.6514731,-108.4048574,POINT (-108.4048574 49.6514731)
8881,shellbrook hospital,hosptial,Hospitals,Saskatchewan Health Authorities,,,dr jlspencer drive,S0J2E0,shellbrook,sk,"#100, dr. j.l.spencer drive shellbrook, sk s0j 2e0",Shellbrook,4716047,47,53.218535,-106.401225,POINT (-106.401225 53.218535)
8882,shellbrook primary health care clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,206,2 ave w,S0J2E0,shellbrook,sk,"206 2 ave w shellbrook, sk s0j 2e0",Shellbrook,4716047,47,53.22049,-106.392067,POINT (-106.392067 53.22049)
8883,sherbrooke community centre,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,401,acadia drive,S7H2E7,saskatoon,sk,"401 acadia drive saskatoon, sk s7h 2e7",Saskatoon,4711066,47,52.123048,-106.597067,POINT (-106.597067 52.123048)
8884,silver heights special care home,long-term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,402,mclean street,S0A3J0,raymore,sk,402 mclean street raymore sk s0a 3j0,Raymore,4710027,47,51.409658,-104.517993,POINT (-104.517993 51.409658)
8885,silver heights special care home - raymore,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0A3J0,raymore,sk,,Raymore,,47,,,
8886,smeaton health care facility,,Ambulatory health care services,Saskatchewan Health Authorities,,,2 avenue w,S0J2J0,smeaton,sk,"2nd avenue west smeaton, sk s0j 2j0",Smeaton,4714093,47,53.492727,-104.806288,POINT (-104.806288 53.492727)
8887,south east (public health office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,,3006,taylor street e,S7H4J2,saskatoon,sk,3006 taylor street east saskatoon sk s7h 4j2,Saskatoon,4711066,47,52.105032,-106.611186,POINT (-106.611186 52.105032)
